Sr_No,Location_Coordinates,Location,Hospital_Name,Hospital_Category,Hospital_Care_Type,Discipline_Systems_of_Medicine,Address_Original_First_Line,State,District,Subdistrict,Pincode,Telephone,Mobile_Number,Emergency_Num,Ambulance_Phone_No,Bloodbank_Phone_No,Foreign_pcare,Tollfree,Helpline,Hospital_Fax,Hospital_Primary_Email_Id,Hospital_Secondary_Email_Id,Website,Specialties,Facilities,Accreditation,Hospital_Regis_Number,Registeration_Number_Scan,Nodal_Person_Info,Nodal_Person_Tele,Nodal_Person_Email_Id,Town,Subtown,Village,Establised_Year,Ayush,Miscellaneous_Facilities,Number_Doctor,Num_Mediconsultant_or_Expert,Total_Num_Beds,Number_Private_Wards,Num_Bed_for_Eco_Weaker_Sec,Empanelment_or_Collaboration_with,Emergency_Services,Tariff_Range,State_ID,District_ID,latitude,longitude
18607,"18.6473329, 73.7766373",Ganganagar Sangavi Pune,Dr Makan Surgical Maternity And Accident Hospital,0,0,0,Ganganagar Sangavi,Maharashtra,Pune,0,411027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.6473329,73.7766373
18609,"18.5204303, 73.8567437","New Sangvi, Pune",Om Netralaya Eye Clinic,0,0,0,New Sangvi,Maharashtra,Pune,0,411027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5204303,73.8567437
18611,"18.5734987, 73.818878","Mata Chambers Anand Nagar, Old Sanghvi, Pune",Prathamesh Hospital,0,0,0,"Mata Chambers Anand Nagar, Old Sanghvi",Maharashtra,Pune,0,411027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5734987,73.818878
18612,"18.5204303, 73.8567437",Awanti Apt Opp Amti Ganpati Kelkar Road Narayanpeth Pune,S P Deshpande Eye Clinic,0,0,0,Awanti Apt Opp Amti Ganpati Kelkar Road Narayanpeth,Maharashtra,Pune,0,411027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5204303,73.8567437
18616,"18.5089197, 73.9260261","Parmar Complex, Ground Floor, Behind Lokseva Hanuman Mandir, Gadital, Hadapsar",Abane Hospital,0,0,0,"Parmar Complex, Ground Floor, Behind Lokseva Hanuman Mandir, Gadital, Hadapsar",Maharashtra,Pune,0,411028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5089197,73.9260261
18618,"18.5089197, 73.9260261","163/A,Bhosale Garden, Iii Pmc Stop,Hadapsar.",Alatkar Hospital,0,0,0,"# 163/A,Bhosale Garden, Iii Pmc Stop, ,Hadapsar",Maharashtra,Pune,0,411028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5089197,73.9260261
18619,"18.5089197, 73.9260261","Sane Gurugi Arogya Kendra Hadapsar,Pune-",Ayurved Rugnalaya,0,0,0,Sane Gurugi Arogya Kendra Hadapsar,Maharashtra,Pune,0,411028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5089197,73.9260261
18620,"18.5089197, 73.9260261","Laxmi Angan, Near Hadapsar Mkt.",Dr Pawar Nursing Home,0,0,0,"Laxmi Angan, Near Hadapsar Mkt.",Maharashtra,Pune,0,411028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5089197,73.9260261
18621,"18.5089197, 73.9260261","Hadapsar, 1 Satyalok Gidital",Dr.Vaidya Hospital,0,0,0,"Hadapsar, 1 Satyalok Gidital",Maharashtra,Pune,0,411028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5089197,73.9260261
18622,"18.5221806, 73.9683289","Survey No-93, Tarawde Vasti,Mohammad Wadi Road, Hadapsar,",H. V. Desai Eye Hospital / Pbma H.V.Desai Eye Hospital,0,0,0,"Survey No-93, Tarawde Vasti,Mohammad Wadi Road, Hadapsar",Maharashtra,Pune,0,411028,0,0,0,0,0,0,0,0,2026970087,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5221806,73.9683289
18623,"18.5043882, 73.9199564","158/2A/2A, Solapur Road,OppositeVaibhav, Theatre,Pune-Solapur Road,Hadapsar, Pune,",Kausalya Hospital,0,0,0,"158/2A/2A, Solapur Road,OppositeVaibhav, Theatre,Pune-Solapur Road,Hadapsar",Maharashtra,Pune,0,411028,0,0,0,0,0,0,0,0,020  26813924,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5043882,73.9199564
18624,"18.5089197, 73.9260261","Hadapsar, Pune",Mams Sumatibhai Shah Ayurved Mahavidyalayas,0,0,0,Hadapsar,Maharashtra,Pune,0,411028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5089197,73.9260261
18626,"18.5089197, 73.9260261","84, Palacino Appartments, Behind Vaibhav Theatre, Pune-Solapur Road, Hadapsar, Pune-411028 Hadapsar, Pune-411028","Mohintara Hospital, Hadapsar",0,0,0,"84, Palacino Appartments, Behind Vaibhav Theatre, Pune-Solapur Road, Hadapsar, Pune-411028 Hadapsar",Maharashtra,Pune,0,411028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5089197,73.9260261
18627,"18.5089197, 73.9260261","106, Ramanand Complex, Near Gadital, Sofapur Road, Hadapsar, Pune- 411028",Mohite Eye Hospital,0,0,0,"106, Ramanand Complex, Near Gadital, Sofapur Road, Hadapsar",Maharashtra,Pune,0,411028,0,0,0,0,0,0,0,0,26999699/ 269599200,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5089197,73.9260261
18629,"18.50192, 73.931769","Bhosale Garden, Hadapsar-28",Navjeewan Hospital,0,0,0,"Bhosale Garden, Hadapsar-28",Maharashtra,Pune,0,411028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.50192,73.931769
18632,"18.5204303, 73.8567437","228, Ramanand Complex,Poona Sholapur, Road, Near Jenaseva Bank, Pune,",Remedy Hospital,0,0,0,"228, Ramanand Complex,Poona Sholapur, Road, Near Jenaseva Bank",Maharashtra,Pune,0,411028,0,0,0,0,0,0,0,0,020  26999186,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5204303,73.8567437
18633,"18.5043882, 73.9199564","G & S Tower, Survey No.153/A, Hissa No.1 To 4/21, Magarpatta, Pune-Solapur Road, Hadapsar",Sahyadri Hospital Hadapsar,0,0,0,"G & S Tower, Survey No.153/A, Hissa No.1 To 4/21, Magarpatta, Pune-Solapur Road, Hadapsar",Maharashtra,Pune,0,411028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5043882,73.9199564
18634,"18.5053012, 73.9389213","Near Samidha Gas Agency, Malwadi, Hadapsar, Pune",Sane Guruji Arogya Kendra,0,0,0,"Near Samidha Gas Agency, Malwadi, Hadapsar",Maharashtra,Pune,0,411028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5053012,73.9389213
18635,"18.500594, 73.93844","Gadital, Solapur Road, Hadapsar, Pune,",Sanjeevani Nursing Home,0,0,0,"Gadital, Solapur Road, Hadapsar",Maharashtra,Pune,0,411028,0,0,0,0,0,0,0,0,020  26997406,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.500594,73.93844
18636,"18.5089197, 73.9260261","L P Classics, 1St Floor, Pune Solapur Highway, Opp Hadapsar Gaon P M T Bus Stop, Hadapsar",Shraddha Hospital,0,0,0,"L P Classics, 1St Floor, Pune Solapur Highway, Opp Hadapsar Gaon P M T Bus Stop, Hadapsar",Maharashtra,Pune,0,411028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5089197,73.9260261
18637,"18.5204303, 73.8567437","Bharat Colony, Handewadi Road, Near Ganga Village, Hadpsar - Pune,",Sunita Nursing Home,0,0,0,"Bharat Colony, Handewadi Road, Near Ganga Village, Hadpsar",Maharashtra,Pune,0,411028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5204303,73.8567437
18638,"18.5089197, 73.9260261","Sr No 229/A 1, Kamdhenu Estate, Hadapsar, Pune,",Ushakiran General Hospital,0,0,0,"Sr No 229/A 1, Kamdhenu Estate, Hadapsar",Maharashtra,Pune,0,411028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5089197,73.9260261
18639,"18.5089197, 73.9260261","Raghukul Plaza, First Floor, Opposite Akashwani Tower Hadapsar, Pune",Vaibhavi Hospital and Intensive Care Unit,0,0,0,"Raghukul Plaza, First Floor, Opposite Akashwani Tower Hadapsar",Maharashtra,Pune,0,411028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5089197,73.9260261
18640,"18.5089197, 73.9260261",84 Placino Behind Vaibhav Theatre Hadapsar Behind Vaibhav Theatre Hadapsar Pune,"Welfare Medical Foundatios, Mohintara Hospital",0,0,0,84 Placino Behind Vaibhav Theatre Hadapsar Behind Vaibhav Theatre Hadapsar,Maharashtra,Pune,0,411028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5089197,73.9260261
18642,"18.5013128, 73.9301982","15/2A/2A, Opp Vaibhav Theatre, Pune Solapur Road,Hadapsar, Pune",Zenith Hospital,0,0,0,"15/2A/2A, Opp Vaibhav Theatre, Pune Solapur Road,Hadapsar",Maharashtra,Pune,0,411028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5013128,73.9301982
18643,"18.5164168, 73.8536823","555, Narayan Peth, N C Kelkar Road, Pune",Ashakiran Hospital,0,0,0,"555, Narayan Peth, N C Kelkar Road",Maharashtra,Pune,0,411030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5164168,73.8536823
18645,"18.506821, 73.840436","210/B, Navi Peth, Pune-",Chinmay Institute Of Paediatrics,0,0,0,"210/B, Navi Peth",Maharashtra,Pune,0,411030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.506821,73.840436
18646,"18.5204303, 73.8567437",Shaniwar Peth Karad,City Medical Centre,0,0,0,Shaniwar Peth Karad,Maharashtra,Pune,0,411030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5204303,73.8567437
18647,"18.5166153, 73.8516306","Phinix House, 1 Floor, 413/B- 1, Shanivar Peth, Pune",Dr Valhavankar Eye Clinic and Speciality Hos,0,0,0,"Phinix House, 1 Floor, 413/B- 1, Shanivar Peth",Maharashtra,Pune,0,411030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5166153,73.8516306
18648,"18.4762533, 73.830703","2077, Sadashiv Peth, Behind S.P. College Pune",Dr. Dakes Institute For Sight,0,0,0,"2077, Sadashiv Peth, Behind S.P. College",Maharashtra,Pune,0,411030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.4762533,73.830703
18650,"18.5091948, 73.8449233","272, Parth Complex, Navi Peth Pune",Dr.Pawar Eye Hospital,0,0,0,"272, Parth Complex, Navi Peth",Maharashtra,Pune,0,411030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5091948,73.8449233
18652,"18.6352548, 73.5667744","577/2, Near Dattawadi Police Chowky, Off, Sinhagad Road, Dattawadi,Pune",Global Hospital and Research Institute,0,0,0,"577/2, Near Dattawadi Police Chowky, Off, Sinhagad Road, Dattawadi",Maharashtra,Pune,0,411030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.6352548,73.5667744
18653,"18.5204303, 73.8567437","1301, Bharat Natya Mandir Road Pune Pune",Godbole Hospital,0,0,0,"1301 , Bharat Natya Mandir Road",Maharashtra,Pune,0,411030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5204303,73.8567437
18654,"18.5097622, 73.8495203","1148 Sadashiv Peth,Opposite Osite Perugate,",Manoj Clinic / Gore Hospital,0,0,0,"1148 Sadashiv Peth,Opposite Osite Perugate",Maharashtra,Pune,0,411030,0,0,0,0,0,0,0,0,2024482383,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5097622,73.8495203
18657,"18.509464, 73.8482429","1536, Laxmi Chambers, Sadashiv Peth, Tilak Road, Pune",Ram Krishna Hospital,0,0,0,"1536, Laxmi Chambers, Sadashiv Peth, Tilak Road",Maharashtra,Pune,0,411030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.509464,73.8482429
18660,"18.4660941, 73.8168021","577/2, Near Dattawadi Police Chowky, Off. Sinhagad Road, Pune,",Shrendkar Healthcare and Hospitality Services Private Limited,0,0,0,"577/2, Near Dattawadi Police Chowky, , Off. Sinhagad Road",Maharashtra,Pune,0,411030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.4660941,73.8168021
18661,"18.5083218, 73.8465648","No. 2149, Above Axis Bank,Vijayanagar Colony,Opposite Kaveri Hotel,Sadashiv Peth,",Vibhute Hospital,0,0,0,"No. 2149, Above Axis Bank,Vijayanagar Colony,Opposite Kaveri Hotel,Sadashiv Peth",Maharashtra,Pune,0,411030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5083218,73.8465648
18662,"18.5204303, 73.8567437","Ashirwad Complex, Power House Chowk. Talera Hospital Rd, Chinchwadgaon, Pune",Ankur Nursing Home,0,0,0,"Ashirwad Complex, Power House Chowk. Talera Hospital Rd, Chinchwadgaon",Maharashtra,Pune,0,411033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5204303,73.8567437
18663,"18.6297811, 73.7997094","Power House Chowk,Opp Pmt Bus Stop,Chinchwad.",Ashwin Medical Foundations Moraya Hospital,0,0,0,"Power House Chowk,Opp Pmt Bus Stop,Chinchwad",Maharashtra,Pune,0,411033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.6297811,73.7997094
18664,"18.6297811, 73.7997094","Bhoir Palace,Dange Chowk,Thergoan Chinchwad, Pune",Bhoir Hospital,0,0,0,"Bhoir Palace,Dange Chowk,Thergoan Chinchwad",Maharashtra,Pune,0,411033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.6297811,73.7997094
18665,"18.5977841, 73.8143365","Sudarshan Nager, Chinchwad",Bindu Nursing Home,0,0,0,"Sudarshan Nager, Chinchwad",Maharashtra,Pune,0,411033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5977841,73.8143365
18668,"18.6297811, 73.7997094","384, Haritage Plaza. Near Chinchwad Gaon Bus Stop Pune",Dristi Deep Eye Clinic,0,0,0,"384, Haritage Plaza. Near Chinchwad Gaon Bus Stop",Maharashtra,Pune,0,411033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.6297811,73.7997094
18670,"18.6417909, 73.7961718","314 - B, Near Chinchwad Railway Station Telco Road, Chinchwad Pune",Lokmanya Hospital,0,0,0,"314 - B, Near Chinchwad Railway Station Telco Road, Chinchwad",Maharashtra,Pune,0,411033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.6417909,73.7961718
18671,"18.6297811, 73.7997094",74 Pavana Nagar Next To Jain School Chinchwad Pune,Minerva Hospital and Research Center,0,0,0,74 Pavana Nagar Next To Jain School Chinchwad,Maharashtra,Pune,0,411033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.6297811,73.7997094
18672,"18.6297811, 73.7997094","Opp Chaitanya Sabhagruha, 60, Pawanangar, Chinchwad, Pune",Om Shree Swami Samarth Hospital,0,0,0,"Opp Chaitanya Sabhagruha, 60, Pawanangar, Chinchwad",Maharashtra,Pune,0,411033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.6297811,73.7997094
18673,"18.6297811, 73.7997094","59, Pawana Nagar Society, Ruston Colony Road, Chinchwad Pune",Panwalkar Maternity and Nursing Home,0,0,0,"59, Pawana Nagar Society, Ruston Colony Road, Chinchwad",Maharashtra,Pune,0,411033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.6297811,73.7997094
18674,"18.7647497, 74.9267229","S.No 19/3,Plot No A/1,Dange Chowk,Thergaon,P",Spandan Hospital,0,0,0,"S.No 19/3,Plot No A/1,Dange Chowk,Thergaon,P",Maharashtra,Pune,0,411033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.7647497,74.9267229
18675,"18.6297811, 73.7997094","74 Pawan Nagar Next To Jain School, Chinchwad",Super Tech Hospital,0,0,0,"74 Pawan Nagar Next To Jain School , Chinchwad",Maharashtra,Pune,0,411033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.6297811,73.7997094
18676,"18.6141133, 73.7726814","Dange Empire, First Floor, Dange, Behind Main Bus Stop, Thergaon, Pune",Ushakiran Eye Hospital,0,0,0,"Dange Empire, First Floor, Dange, Behind Main Bus Stop, Thergaon",Maharashtra,Pune,0,411033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.6141133,73.7726814
18678,"18.5204303, 73.8567437","Dalvi Shopping Centre, Main Road, Saswad, Tal, Purandhar, Pune",Dalvi Hospital,0,0,0,"Dalvi Shopping Centre, Main Road, Saswad, Tal, Purandhar",Maharashtra,Pune,0,411035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5204303,73.8567437
18679,"18.5204303, 73.8567437","A/P, Koregaon Bhima Dist Gram Seva Hsg Soc, Steel Floor, Poona",Dr Namdeorao Shinde Ruganalaya,0,0,0,"A/P, Koregaon Bhima Dist Gram Seva Hsg Soc, Steel Floor",Maharashtra,Pune,0,411035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5204303,73.8567437
18680,"18.4770906, 73.8906869","Mitha Nagar, Lane- 2, Near Western Bakery, Kondhwa Khurd, Pune",Dr Sarwat Hospital,0,0,0,"Mitha Nagar, Lane- 2, Near Western Bakery, Kondhwa Khurd",Maharashtra,Pune,0,411035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.4770906,73.8906869
18681,"18.5204303, 73.8567437","Ganaraj Complex No-2/3/4, Iind Floor Akurdi-Pradhikaran, Pune, Pune,",Dr. Bhalerao Ent Hospital,0,0,0,"Ganaraj Complex No-2/3/4, Iind Floor Akurdi-Pradhikaran",Maharashtra,Pune,0,411035,0,0,0,0,0,0,0,0,020  27657512,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5204303,73.8567437
18684,"18.6363761, 73.777192","S.No.60/1/1A, Gurudwar Road, Bijalinagar, Chinchwad, Pune- 33",Paras Polyclinic and General Hospital,0,0,0,"S.No.60/1/1A, Gurudwar Road, Bijalinagar, Chinchwad",Maharashtra,Pune,0,411035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.6363761,73.777192
18685,"18.6504839, 73.7785786","Main Road, Vitthalwadi, Akurdi, Pune",Patil Hospital General and Eye Hospital,0,0,0,"Main Road, Vitthalwadi, Akurdi",Maharashtra,Pune,0,411035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.6504839,73.7785786
18686,"18.5010536, 73.5137654","Pirangut Camp, Pirangut, Tal, Mulshi, Pune",Pirangut General Hospital,0,0,0,"Pirangut Camp, Pirangut, Tal, Mulshi",Maharashtra,Pune,0,411035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5010536,73.5137654
18687,"18.5635511, 73.9325552","Sr No- 8, Yashwant Nagar Chowk, Hadapsar Bye Pass Road, OppositeBalaji Palace, Chandan Nagar, Pune",Prathmesh Hospital,0,0,0,"Sr No- 8, Yashwant Nagar Chowk, Hadapsar Bye Pass Road, OppositeBalaji Palace, Chandan Nagar",Maharashtra,Pune,0,411035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5635511,73.9325552
18688,"19.988609, 73.79288",0,Sai General Hospital,0,0,0,,Maharashtra,Pune,0,411035,0,0,0,0,0,0,0,0,244071,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,19.988609,73.79288
18689,"18.5204303, 73.8567437","At Post Undri, Opposite Pmt Bus Stop, Pune",Shiv Ganga Hospital,0,0,0,"At Post Undri, Opposite Pmt Bus Stop",Maharashtra,Pune,0,411035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5204303,73.8567437
